Tip document,Nr. factura,Data factura,Furnizor,Suma factura (lei),Baza TVA (lei),Baza TVA 0 (lei),Valoare TVA (lei)
Factura        ,7027497,13.04.2021 00:00:00,LECOM BIROTICA ARDEAL SRL,231.41,194.46,0,36.95
Factura        ,72106693,13.04.2021 00:00:00,EUROPAPIER ROMANIA SRL,368.89,309.99,0,58.9
Factura        ,72107022,16.04.2021 00:00:00,EUROPAPIER ROMANIA SRL,2106.3,1770,0,336.3
Factura        ,72107092,19.04.2021 00:00:00,EUROPAPIER ROMANIA SRL,5781.48,4858.28,0,923.2
Factura        ,3094,22.04.2021 00:00:00,PROFI PAPER SRL,4998,4200,0,798
Factura        ,11936,23.04.2021 00:00:00,PHONUS SRL,587.86,494,0,93.86
Factura        ,11943,26.04.2021 00:00:00,PHONUS SRL,426.02,358,0,68.02
Factura        ,72107572,26.04.2021 00:00:00,EUROPAPIER ROMANIA SRL,2142,1800,0,342
Factura        ,72107763,28.04.2021 00:00:00,EUROPAPIER ROMANIA SRL,1889.39,1587.47,0,301.92
Factura        ,72107823,29.04.2021 00:00:00,EUROPAPIER ROMANIA SRL,2142,1800,0,342
Factura        ,10190,04.05.2021 00:00:00,ROYAL INTERCOM SRL,2488.37,2090.74,0,397.63
Factura        ,7027782,04.05.2021 00:00:00,LECOM BIROTICA ARDEAL SRL,583.25,490,0,93.25
Factura        ,72107905,04.05.2021 00:00:00,EUROPAPIER ROMANIA SRL,4802.84,4035.94,0,766.9
Factura        ,3190,07.05.2021 00:00:00,PROFI PAPER SRL,4998,4200,0,798
Factura        ,2059,11.05.2021 00:00:00,PIM SERVICE SRL,1500.05,1260.1,0,239.95
Factura        ,2116940,11.05.2021 00:00:00,LECOM BIROTICA ARDEAL SRL,133.88,112.5,0,21.38
Factura        ,7027885,11.05.2021 00:00:00,LECOM BIROTICA ARDEAL SRL,1516.66,1274.35,0,242.31
Factura        ,72108362,11.05.2021 00:00:00,EUROPAPIER ROMANIA SRL,3538.4,2973.38,0,565.02
Factura        ,72108432,11.05.2021 00:00:00,EUROPAPIER ROMANIA SRL,121.38,102,0,19.38
Factura        ,730872,11.05.2021 00:00:00,CONCRET CONSULT SRL,904.51,759.97,0,144.54
Factura        ,6400,12.05.2021 00:00:00,KOLOS GROUP SRL,1456.92,1224.3,0,232.62
Factura        ,10201,13.05.2021 00:00:00,ROYAL INTERCOM SRL,1654.58,1390.05,0,264.53
Factura        ,14,13.05.2021 00:00:00,PRINT DEL SRL,4998,4200,0,798
Factura        ,48261 19,13.05.2021 00:00:00,ADISON COMPANY S.R.L.,435.18,365.7,0,69.48
Factura        ,7027951,13.05.2021 00:00:00,LECOM BIROTICA ARDEAL SRL,531.62,446.74,0,84.88
Factura        ,7027965,13.05.2021 00:00:00,LECOM BIROTICA ARDEAL SRL,136.27,114.5,0,21.77
Factura        ,7027972,13.05.2021 00:00:00,LECOM BIROTICA ARDEAL SRL,47.6,40,0,7.6
Factura        ,72108579,13.05.2021 00:00:00,EUROPAPIER ROMANIA SRL,3700.66,3109.76,0,590.9
Factura        ,72108669,14.05.2021 00:00:00,EUROPAPIER ROMANIA SRL,821.1,690,0,131.1
Factura        ,7028007,17.05.2021 00:00:00,LECOM BIROTICA ARDEAL SRL,404.73,340.1,0,64.63
Factura        ,72108737,17.05.2021 00:00:00,EUROPAPIER ROMANIA SRL,1517.21,1274.88,0,242.33
Factura        ,731881,17.05.2021 00:00:00,CONCRET CONSULT SRL,1131.85,950.5,0,181.35
Factura        ,731891,17.05.2021 00:00:00,CONCRET CONSULT SRL,298.36,250.72,0,47.64
Factura        ,FCIS 002818,18.05.2021 00:00:00,VERLA SRL,402.18,337.6,0,64.58
Factura        ,134585,19.05.2021 00:00:00,LANDER SPORT SRL,1098.13,922.8,0,175.33
Factura        ,72109053,20.05.2021 00:00:00,EUROPAPIER ROMANIA SRL,284.41,239,0,45.41
Factura        ,72109219,24.05.2021 00:00:00,EUROPAPIER ROMANIA SRL,809.04,679.86,0,129.18
Factura        ,72109368,25.05.2021 00:00:00,EUROPAPIER ROMANIA SRL,4284,3600,0,684
Factura        ,72109751,31.05.2021 00:00:00,EUROPAPIER ROMANIA SRL,4143.28,3481.74,0,661.54
Factura        ,7028296,02.06.2021 00:00:00,LECOM BIROTICA ARDEAL SRL,1084.91,911.65,0,173.26
Factura        ,72109851,02.06.2021 00:00:00,EUROPAPIER ROMANIA SRL,1485.56,1248.34,0,237.22
Factura        ,734689,02.06.2021 00:00:00,CONCRET CONSULT SRL,2553.22,2145.55,0,407.67
Factura        ,734690,02.06.2021 00:00:00,CONCRET CONSULT SRL,926.31,778.4,0,147.91
Factura        ,72110018,03.06.2021 00:00:00,EUROPAPIER ROMANIA SRL,1960.28,1647.28,0,313
Factura        ,10232,04.06.2021 00:00:00,ROYAL INTERCOM SRL,1903.02,1597.5,0,305.52
Factura        ,31,04.06.2021 00:00:00,PRINT DEL SRL,4998,4200,0,798
Factura        ,72110268,08.06.2021 00:00:00,EUROPAPIER ROMANIA SRL,4568.61,3838.93,0,729.68
Factura        ,72110289,08.06.2021 00:00:00,EUROPAPIER ROMANIA SRL,6339.07,5326.95,0,1012.12
Factura        ,72110292,08.06.2021 00:00:00,EUROPAPIER ROMANIA SRL,297.5,250,0,47.5
Factura        ,1000475944,11.06.2021 00:00:00,ANTALIS SA,702.91,590.63,0,112.28
Factura        ,1101523,11.06.2021 00:00:00,LECOM BIROTICA ARDEAL SRL,809.89,680.58,0,129.31
Factura        ,7028444,11.06.2021 00:00:00,LECOM BIROTICA ARDEAL SRL,796.24,669.11,0,127.13
Factura        ,72110830,15.06.2021 00:00:00,EUROPAPIER ROMANIA SRL,1799.97,1512.58,0,287.39
Factura        ,736981,15.06.2021 00:00:00,CONCRET CONSULT SRL,924.29,776.37,0,147.92
Factura        ,39,16.06.2021 00:00:00,PRINT DEL SRL,4998,4200,0,798
Factura        ,72110979,17.06.2021 00:00:00,EUROPAPIER ROMANIA SRL,1643.5,1379.26,0,264.24
Factura        ,7211051,18.06.2021 00:00:00,EUROPAPIER ROMANIA SRL,2225.3,1870,0,355.3
Factura        ,2083,21.06.2021 00:00:00,PIM SERVICE SRL,3495.82,2937,0,558.82
Factura        ,6566,22.06.2021 00:00:00,KOLOS GROUP SRL,1468.34,1233.9,0,234.44
Factura        ,72111272,23.06.2021 00:00:00,EUROPAPIER ROMANIA SRL,4116.21,3459,0,657.21
Factura        ,49,25.06.2021 00:00:00,PRINT DEL SRL,4998,4200,0,798
Factura        ,7120551,28.06.2021 00:00:00,DACORA PRINT SRL,4187.27,3518.71,0,668.56
Factura        ,738894,28.06.2021 00:00:00,CONCRET CONSULT SRL,1183.18,994.25,0,188.93
Factura        ,72111603,29.06.2021 00:00:00,EUROPAPIER ROMANIA SRL,7088.19,5956.3,0,1131.89
Factura        ,2231,06.07.2021 00:00:00,GEOLEX S.R.L.,1921,1614.29,0,306.71
Factura        ,72112078,06.07.2021 00:00:00,EUROPAPIER ROMANIA SRL,991.62,833.28,0,158.34
Factura        ,72112108,06.07.2021 00:00:00,EUROPAPIER ROMANIA SRL,2225.3,1870,0,355.3
Factura        ,7028885,07.07.2021 00:00:00,LECOM BIROTICA ARDEAL SRL,982.75,825.84,0,156.91
Factura        ,62,08.07.2021 00:00:00,PRINT DEL SRL,4998,4200,0,798
Factura        ,7028914,08.07.2021 00:00:00,LECOM BIROTICA ARDEAL SRL,712.06,598.37,0,113.69
Factura        ,72112276,08.07.2021 00:00:00,EUROPAPIER ROMANIA SRL,537.94,452.05,0,85.89
Factura        ,72112343,09.07.2021 00:00:00,EUROPAPIER ROMANIA SRL,1518.21,1275.75,0,242.46
Factura        ,6652,12.07.2021 00:00:00,KOLOS GROUP SRL,1450.47,1218.56,0,231.91
Factura        ,64,13.07.2021 00:00:00,PRINT DEL SRL,4998,4200,0,798
Factura        ,7029005,14.07.2021 00:00:00,LECOM BIROTICA ARDEAL SRL,1189.74,999.74,0,190
Factura        ,72112776,16.07.2021 00:00:00,EUROPAPIER ROMANIA SRL,1380.4,1160,0,220.4
Factura        ,10291,19.07.2021 00:00:00,ROYAL INTERCOM SRL,2024.61,1698,0,326.61
Factura        ,72112860,19.07.2021 00:00:00,EUROPAPIER ROMANIA SRL,3904.05,3280.6,0,623.45
Factura        ,7029069,20.07.2021 00:00:00,LECOM BIROTICA ARDEAL SRL,525.67,441.74,0,83.93
Factura        ,72112942,20.07.2021 00:00:00,EUROPAPIER ROMANIA SRL,541.61,455.13,0,86.48
Factura        ,742266,20.07.2021 00:00:00,CONCRET CONSULT SRL,1103.95,927.68,0,176.27
Factura        ,742272,20.07.2021 00:00:00,CONCRET CONSULT SRL,85.06,71.47,0,13.59
Factura        ,72,21.07.2021 00:00:00,PRINT DEL SRL,4998,4200,0,798
Factura        ,72113241,23.07.2021 00:00:00,EUROPAPIER ROMANIA SRL,1953.53,1641.1,0,312.43
Factura        ,109442,28.07.2021 00:00:00,ANEMONA COM SRL,570.82,479.68,0,91.14
Factura        ,721113465,28.07.2021 00:00:00,EUROPAPIER ROMANIA SRL,3032.12,2548,0,484.12
Factura        ,72113569,29.07.2021 00:00:00,EUROPAPIER ROMANIA SRL,563.76,473.75,0,90.01
Factura        ,82,30.07.2021 00:00:00,PRINT DEL SRL,4998,4200,0,798
Factura        ,7121474,02.08.2021 00:00:00,DACORA PRINT SRL,1874.69,1575.33,0,299.36
Factura        ,6719,03.08.2021 00:00:00,KOLOS GROUP SRL,1468.34,1233.9,0,234.44
Factura        ,744269,03.08.2021 00:00:00,CONCRET CONSULT SRL,849.43,713.8,0,135.63
Factura        ,7029330,04.08.2021 00:00:00,LECOM BIROTICA ARDEAL SRL,250.27,210.3,0,39.97
Factura        ,72114168,10.08.2021 00:00:00,EUROPAPIER ROMANIA SRL,368.3,309.49,0,58.81
Factura        ,7211468,10.08.2021 00:00:00,EUROPAPIER ROMANIA SRL,368.3,309.49,0,58.81
Factura        ,7029467,12.08.2021 00:00:00,LECOM BIROTICA ARDEAL SRL,522.5,439.06,0,83.44
Factura        ,72114494,16.08.2021 00:00:00,EUROPAPIER ROMANIA SRL,1513.04,1271.38,0,241.66
Factura        ,72114511,16.08.2021 00:00:00,EUROPAPIER ROMANIA SRL,4321.54,3631.4,0,690.14
Factura        ,87,16.08.2021 00:00:00,PRINT DEL SRL,4998,4200,0,798
Factura        ,7029518,17.08.2021 00:00:00,LECOM BIROTICA ARDEAL SRL,256.88,215.86,0,41.02
Factura        ,72114565,17.08.2021 00:00:00,EUROPAPIER ROMANIA SRL,1741.15,1462.5,0,278.65
Factura        ,756142,17.08.2021 00:00:00,CONCRET CONSULT SRL,602.02,505.9,0,96.12
Factura        ,72114678,18.08.2021 00:00:00,EUROPAPIER ROMANIA SRL,1896.45,1593.65,0,302.8
Factura        ,72114696,18.08.2021 00:00:00,EUROPAPIER ROMANIA SRL,147.56,124,0,23.56
Factura        ,7029653,25.08.2021 00:00:00,LECOM BIROTICA ARDEAL SRL,634.91,533.5,0,101.41
Factura        ,72115041,25.08.2021 00:00:00,EUROPAPIER ROMANIA SRL,2881.96,2421.63,0,460.33
Factura        ,9015841,27.08.2021 00:00:00,PC GARAGE SRL,1004.26,843.92,0,160.34
Factura        ,7029725,30.08.2021 00:00:00,LECOM BIROTICA ARDEAL SRL,342.72,288,0,54.72
Factura        ,72115373,30.08.2021 00:00:00,EUROPAPIER ROMANIA SRL,1902.98,1599.14,0,303.84
Factura        ,747820,30.08.2021 00:00:00,CONCRET CONSULT SRL,552.57,464.35,0,88.22
Factura        ,100,31.08.2021 00:00:00,PRINT DEL SRL,148.75,125,0,23.75
Factura        ,3779,31.08.2021 00:00:00,VERLA SRL,603.48,507,0,96.48
Factura        ,72115557,01.09.2021 00:00:00,EUROPAPIER ROMANIA SRL,1184.05,995,0,189.05
Factura        ,109991,03.09.2021 00:00:00,ANEMONA COM SRL,592.62,498,0,94.62
Factura        ,6828,03.09.2021 00:00:00,KOLOS GROUP SRL,1615.18,1357.29,0,257.89
Factura        ,72115728,03.09.2021 00:00:00,EUROPAPIER ROMANIA SRL,2213.4,1860,0,353.4
Factura        ,72115729,03.09.2021 00:00:00,EUROPAPIER ROMANIA SRL,511.62,429.93,0,81.69
Factura        ,748701,03.09.2021 00:00:00,CONCRET CONSULT SRL,671.22,564.04,0,107.18
Factura        ,72115964,07.09.2021 00:00:00,EUROPAPIER ROMANIA SRL,990.68,832.5,0,158.18
Factura        ,1000482990,09.09.2021 00:00:00,ANTALIS SA,1405.8,1181.25,0,224.55
Factura        ,1107244,09.09.2021 00:00:00,LECOM BIROTICA ARDEAL SRL,239.36,201.14,0,38.22
Factura        ,7030029,09.09.2021 00:00:00,LECOM BIROTICA ARDEAL SRL,1237.62,1040,0,197.62
Factura        ,72116159,09.09.2021 00:00:00,EUROPAPIER ROMANIA SRL,3956.8,3325,0,631.8
Factura        ,113,13.09.2021 00:00:00,PRINT DEL SRL,4998,4200,0,798
Factura        ,115,15.09.2021 00:00:00,PRINT DEL SRL,2499,2100,0,399
Factura        ,72116650,16.09.2021 00:00:00,EUROPAPIER ROMANIA SRL,1723.56,1448.37,0,275.19
Factura        ,72116690,16.09.2021 00:00:00,EUROPAPIER ROMANIA SRL,1713.6,1440,0,273.6
Factura        ,72116771,17.09.2021 00:00:00,EUROPAPIER ROMANIA SRL,1028.16,864,0,164.16
Factura        ,72116895,20.09.2021 00:00:00,EUROPAPIER ROMANIA SRL,3785.52,3181,0,604.52
Factura        ,7030435,22.09.2021 00:00:00,LECOM BIROTICA ARDEAL SRL,1279,1074.75,0,204.25
Factura        ,7217070,22.09.2021 00:00:00,EUROPAPIER ROMANIA SRL,944.35,793.57,0,150.78
Factura        ,1000484289,24.09.2021 00:00:00,ANTALIS SA,678.88,570.43,0,108.45
Factura        ,1000484314,24.09.2021 00:00:00,ANTALIS SA,558.96,469.69,0,89.27
Factura        ,2127948,24.09.2021 00:00:00,LECOM BIROTICA ARDEAL SRL,1012.83,851.08,0,161.75
Factura        ,72117310,24.09.2021 00:00:00,EUROPAPIER ROMANIA SRL,1339.18,1125.35,0,213.83
Factura        ,752490,24.09.2021 00:00:00,CONCRET CONSULT SRL,438.42,368.4,0,70.02
Factura        ,127,27.09.2021 00:00:00,PRINT DEL SRL,4998,4200,0,798
Factura        ,1000485098,04.10.2021 00:00:00,ANTALIS SA,233.28,196.02,0,37.26
Factura        ,1000485115,04.10.2021 00:00:00,ANTALIS SA,441.86,371.21,0,70.65
Factura        ,6922,04.10.2021 00:00:00,KOLOS GROUP SRL,2537.33,2131.62,0,405.71
Factura        ,72117956,04.10.2021 00:00:00,EUROPAPIER ROMANIA SRL,7089.5,5957.42,0,1132.08
Factura        ,10430,06.10.2021 00:00:00,ROYAL INTERCOM SRL,2827.8,2371.8,0,456
Factura        ,12613,06.10.2021 00:00:00,PHONUS SRL,904.4,760,0,144.4
Factura        ,72118139,06.10.2021 00:00:00,EUROPAPIER ROMANIA SRL,5402.65,4540,0,862.65
Factura        ,72118233,07.10.2021 00:00:00,EUROPAPIER ROMANIA SRL,1410.15,1185,0,225.15
Factura        ,745989,07.10.2021 00:00:00,CONCRET CONSULT SRL,646.74,543.34,0,103.4
Factura        ,137134,08.10.2021 00:00:00,LANDER SPORT SRL,1561.76,1312.4,0,249.36
Factura        ,755153,08.10.2021 00:00:00,CONCRET CONSULT SRL,254.95,214.24,0,40.71
Factura        ,140,11.10.2021 00:00:00,PRINT DEL SRL,4998,4200,0,798
Factura        ,1109587,12.10.2021 00:00:00,LECOM BIROTICA ARDEAL SRL,899.68,756.03,0,143.65
Factura        ,59613,12.10.2021 00:00:00,ADISON COMPANY S.R.L.,275.44,231.46,0,43.98
Factura        ,7030838,12.10.2021 00:00:00,LECOM BIROTICA ARDEAL SRL,1131.88,951.16,0,180.72
Factura        ,72118522,12.10.2021 00:00:00,EUROPAPIER ROMANIA SRL,1713.6,1440,0,273.6
Factura        ,72118732,14.10.2021 00:00:00,EUROPAPIER ROMANIA SRL,3903.89,3280.58,0,623.31
Factura        ,72118753,14.10.2021 00:00:00,EUROPAPIER ROMANIA SRL,6235.54,5239.94,0,995.6
Factura        ,756566,15.10.2021 00:00:00,CONCRET CONSULT SRL,2312.64,1943.35,0,369.29
Factura        ,756567,15.10.2021 00:00:00,CONCRET CONSULT SRL,251.66,211.48,0,40.18
Factura        ,110898,18.10.2021 00:00:00,ANEMONA COM SRL,684.86,575.5,0,109.36
Factura        ,72118995,18.10.2021 00:00:00,EUROPAPIER ROMANIA SRL,1566.04,1316,0,250.04
Factura        ,10459,25.10.2021 00:00:00,ROYAL INTERCOM SRL,1128.4,947.71,0,180.69
Factura        ,757902,25.10.2021 00:00:00,CONCRET CONSULT SRL,517.92,435.23,0,82.69
Factura        ,163,26.10.2021 00:00:00,PRINT DEL SRL,4998,4200,0,798
Factura        ,72119509,26.10.2021 00:00:00,EUROPAPIER ROMANIA SRL,2668.12,2242.09,0,426.03
Factura        ,494855,27.10.2021 00:00:00,VERLA SRL,1888.55,1587,0,301.55
Factura        ,72119609,27.10.2021 00:00:00,EUROPAPIER ROMANIA SRL,5382.73,4523.3,0,859.43
Factura        ,1110988,01.11.2021 00:00:00,LECOM BIROTICA ARDEAL SRL,460.08,386.62,0,73.46
Factura        ,173,01.11.2021 00:00:00,PRINT DEL SRL,4998,4200,0,798
Factura        ,7031239,01.11.2021 00:00:00,LECOM BIROTICA ARDEAL SRL,295.31,248.13,0,47.18
Factura        ,72120302,04.11.2021 00:00:00,EUROPAPIER ROMANIA SRL,1565.17,1315.13,0,250.04
Factura        ,2131769,05.11.2021 00:00:00,LECOM BIROTICA ARDEAL SRL,403.27,338.88,0,64.39
Factura        ,7031347,05.11.2021 00:00:00,LECOM BIROTICA ARDEAL SRL,488.4,410.42,0,77.98
Factura        ,72120395,05.11.2021 00:00:00,EUROPAPIER ROMANIA SRL,2545.37,2138.96,0,406.41
Factura        ,180,09.11.2021 00:00:00,PRINT DEL SRL,4998,4200,0,798
Factura        ,760526,09.11.2021 00:00:00,CONCRET CONSULT SRL,358,300.83,0,57.17
Factura        ,12872,11.11.2021 00:00:00,PAPER ROLPROD SRL,793.63,666.92,0,126.71
Factura        ,12873,11.11.2021 00:00:00,PAPER ROLPROD SRL,616.18,517.8,0,98.38
Factura        ,10498,12.11.2021 00:00:00,ROYAL INTERCOM SRL,2558.5,2145.88,0,412.62
Factura        ,12876,15.11.2021 00:00:00,PAPER ROLPROD SRL,324.28,272.5,0,51.78
Factura        ,1111993,16.11.2021 00:00:00,LECOM BIROTICA ARDEAL SRL,545.08,458,0,87.08
Factura        ,1112047,16.11.2021 00:00:00,LECOM BIROTICA ARDEAL SRL,533.79,448.55,0,85.24
Factura        ,189,16.11.2021 00:00:00,PRINT DEL SRL,4998,4200,0,798
Factura        ,72121027,16.11.2021 00:00:00,EUROPAPIER ROMANIA SRL,421.24,353.98,0,67.26
Factura        ,7031569,17.11.2021 00:00:00,LECOM BIROTICA ARDEAL SRL,545.08,458,0,87.08
Factura        ,72121148,17.11.2021 00:00:00,EUROPAPIER ROMANIA SRL,1566.04,1316,0,250.04
Factura        ,7619966,17.11.2021 00:00:00,CONCRET CONSULT SRL,563.6,473.6,0,90
Factura        ,72121377,19.11.2021 00:00:00,EUROPAPIER ROMANIA SRL,309.39,259.99,0,49.4
Factura        ,2133351,23.11.2021 00:00:00,LECOM BIROTICA ARDEAL SRL,347.21,291.77,0,55.44
Factura        ,111730,24.11.2021 00:00:00,ANEMONA COM SRL,1105.38,928.88,0,176.5
Factura        ,48219,24.11.2021 00:00:00,EXONIA HOLDING SRL,1594.64,1340.03,0,254.61
Factura        ,7124544,24.11.2021 00:00:00,DACORA PRINT SRL,2610.44,2193.64,0,416.8
Factura        ,72121647,24.11.2021 00:00:00,EUROPAPIER ROMANIA SRL,1820.51,1529.66,0,290.85
Factura        ,763396,24.11.2021 00:00:00,CONCRET CONSULT SRL,563.83,473.8,0,90.03
Factura        ,10521,25.11.2021 00:00:00,ROYAL INTERCOM SRL,314.16,264,0,50.16
Factura        ,7031747,25.11.2021 00:00:00,LECOM BIROTICA ARDEAL SRL,384.68,323.26,0,61.42
Factura        ,1112965,26.11.2021 00:00:00,LECOM BIROTICA ARDEAL SRL,1166.24,980.03,0,186.21
Factura        ,72121806,26.11.2021 00:00:00,EUROPAPIER ROMANIA SRL,1882.58,1582,0,300.58
Factura        ,1000489791,29.11.2021 00:00:00,ANTALIS SA,364.71,306.47,0,58.24
Factura        ,63509,29.11.2021 00:00:00,TRAOLI SRL,184.9,155.38,0,29.52
Factura        ,63627,29.11.2021 00:00:00,ADISON COMPANY S.R.L.,182.49,153.35,0,29.14
Factura        ,72122021,02.12.2021 00:00:00,EUROPAPIER ROMANIA SRL,4899.46,4115.6,0,783.86
Factura        ,10531,03.12.2021 00:00:00,ROYAL INTERCOM SRL,925.72,777.9,0,147.82
Factura        ,72122201,06.12.2021 00:00:00,EUROPAPIER ROMANIA SRL,2383.8,2003.19,0,380.61
Factura        ,112021,07.12.2021 00:00:00,ANEMONA COM SRL,1103.11,926.64,0,176.47
Factura        ,72122311,07.12.2021 00:00:00,EUROPAPIER ROMANIA SRL,1099.56,924,0,175.56
Factura        ,765053,07.12.2021 00:00:00,CONCRET CONSULT SRL,7435.37,6248.2,0,1187.17
Factura        ,765054,07.12.2021 00:00:00,CONCRET CONSULT SRL,14462.81,12153.6,0,2309.21
Factura        ,765056,07.12.2021 00:00:00,CONCRET CONSULT SRL,19805.76,16643.15,0,3162.61
Factura        ,255,08.12.2021 00:00:00,PRINT DEL SRL,4998,4200,0,798
Factura        ,12931,09.12.2021 00:00:00,PAPER ROLPROD SRL,441.97,371.4,0,70.57
Factura        ,72122670,10.12.2021 00:00:00,EUROPAPIER ROMANIA SRL,731.8,614.95,0,116.85
Factura        ,63825,14.12.2021 00:00:00,TRAOLI SRL,360.63,303.05,0,57.58
Factura        ,72122954,15.12.2021 00:00:00,EUROPAPIER ROMANIA SRL,3272.5,2750,0,522.5
Factura        ,12962,16.12.2021 00:00:00,PAPER ROLPROD SRL,1111.1,933.7,0,177.4
Factura        ,72123045,16.12.2021 00:00:00,EUROPAPIER ROMANIA SRL,1832.6,1540,0,292.6
Factura        ,72123051,16.12.2021 00:00:00,EUROPAPIER ROMANIA SRL,2106.2,1769.9,0,336.3
Factura        ,10562,17.12.2021 00:00:00,ROYAL INTERCOM SRL,1266.67,1064.41,0,202.26
Factura        ,4915,17.12.2021 00:00:00,VERLA SRL,404.6,340,0,64.6
Factura        ,72123119,17.12.2021 00:00:00,EUROPAPIER ROMANIA SRL,4272.1,3590,0,682.1
Factura        ,70364,20.12.2021 00:00:00,GREEN INDUSTRIES MANAGEMENT SRL,997.33,838,0,159.33
Factura        ,282961415,22.12.2021 00:00:00,EUROPAPIER ROMANIA SRL,815.14,684.99,0,130.15
Factura        ,7032272,22.12.2021 00:00:00,LECOM BIROTICA ARDEAL SRL,678.3,570,0,108.3
Factura        ,72123359,22.12.2021 00:00:00,EUROPAPIER ROMANIA SRL,13754.01,11557.99,0,2196.02
Factura        ,7259,22.12.2021 00:00:00,KOLOS GROUP SRL,1615.18,1357.29,0,257.89
Factura        ,72123430,23.12.2021 00:00:00,EUROPAPIER ROMANIA SRL,2915.5,2450,0,465.5
Factura        ,768491,27.12.2021 00:00:00,CONCRET CONSULT SRL,9726.26,8173.26,0,1553
Factura        ,7032346,30.12.2021 00:00:00,LECOM BIROTICA ARDEAL SRL,325.18,273.26,0,51.92
Factura        ,12988,06.01.2022 00:00:00,PAPER ROLPROD SRL,414.12,348,0,66.12
Factura        ,72200263,07.01.2022 00:00:00,EUROPAPIER ROMANIA SRL,1666,1400,0,266
Factura        ,72200278,07.01.2022 00:00:00,EUROPAPIER ROMANIA SRL,2758.37,2317.94,0,440.43
Factura        ,13074,10.01.2022 00:00:00,PHONUS SRL,2182.46,1834,0,348.46
Factura        ,13014,12.01.2022 00:00:00,PAPER ROLPROD SRL,1182.86,994,0,188.86
Factura        ,13020,13.01.2022 00:00:00,PAPER ROLPROD SRL,1106.7,930,0,176.7
Factura        ,72200642,13.01.2022 00:00:00,EUROPAPIER ROMANIA SRL,6423.61,5397.98,0,1025.63
Factura        ,2232,14.01.2022 00:00:00,PIM SERVICE SRL,1679.85,1411.61,0,268.24
Factura        ,72200759,17.01.2022 00:00:00,EUROPAPIER ROMANIA SRL,3665.16,3079.96,0,585.2
Factura        ,7328,19.01.2022 00:00:00,KOLOS GROUP SRL,2022.95,1699.95,0,323
Factura        ,72201020,20.01.2022 00:00:00,EUROPAPIER ROMANIA SRL,6188,5200,0,988
Factura        ,13041,21.01.2022 00:00:00,PAPER ROLPROD SRL,1023.59,860.16,0,163.43
Factura        ,284,21.01.2022 00:00:00,PRINT DEL SRL,4641,3900,0,741
Factura        ,7032730,21.01.2022 00:00:00,LECOM BIROTICA ARDEAL SRL,922.49,775.2,0,147.29
Factura        ,72201191,25.01.2022 00:00:00,EUROPAPIER ROMANIA SRL,2820.3,2370,0,450.3
Factura        ,7347,25.01.2022 00:00:00,KOLOS GROUP SRL,1292.14,1085.83,0,206.31
Factura        ,10628,27.01.2022 00:00:00,ROYAL INTERCOM SRL,2685.49,2256.66,0,428.83
Factura        ,10629,27.01.2022 00:00:00,ROYAL INTERCOM SRL,1017.92,855.39,0,162.53
Factura        ,289,31.01.2022 00:00:00,PRINT DEL SRL,4641,3900,0,741
Factura        ,13059,02.02.2022 00:00:00,PAPER ROLPROD SRL,452.27,380.06,0,72.21
Factura        ,7032940,02.02.2022 00:00:00,LECOM BIROTICA ARDEAL SRL,184.26,154.84,0,29.42
Factura        ,72201715,02.02.2022 00:00:00,EUROPAPIER ROMANIA SRL,1023.4,860,0,163.4
Factura        ,72201880,04.02.2022 00:00:00,EUROPAPIER ROMANIA SRL,3165.4,2660,0,505.4
Factura        ,1117204,07.02.2022 00:00:00,LECOM BIROTICA ARDEAL SRL,386.07,324.42,0,61.65
Factura        ,7033022,07.02.2022 00:00:00,LECOM BIROTICA ARDEAL SRL,969.37,814.6,0,154.77
Factura        ,72201968,07.02.2022 00:00:00,EUROPAPIER ROMANIA SRL,1497.05,1257.65,0,239.4
Factura        ,72201989,07.02.2022 00:00:00,EUROPAPIER ROMANIA SRL,368.88,309.98,0,58.9
Factura        ,7413,07.02.2022 00:00:00,KOLOS GROUP SRL,1292.14,1085.83,0,206.31
Factura        ,72202104,09.02.2022 00:00:00,EUROPAPIER ROMANIA SRL,6961.5,5850,0,1111.5
Factura        ,72202135,09.02.2022 00:00:00,EUROPAPIER ROMANIA SRL,1124.55,945,0,179.55
Factura        ,310,11.02.2022 00:00:00,PRINT DEL SRL,4748.1,3990,0,758.1
Factura        ,313,16.02.2022 00:00:00,PRINT DEL SRL,4748.1,3990,0,758.1
Factura        ,72202566,16.02.2022 00:00:00,EUROPAPIER ROMANIA SRL,1683.33,1414.48,0,268.85
Factura        ,7033242,17.02.2022 00:00:00,LECOM BIROTICA ARDEAL SRL,525.74,441.8,0,83.94
Factura        ,72202779,21.02.2022 00:00:00,EUROPAPIER ROMANIA SRL,3557.48,2989.47,0,568.01
Factura        ,319,23.02.2022 00:00:00,PRINT DEL SRL,4748.1,3990,0,758.1
Factura        ,72202933,23.02.2022 00:00:00,EUROPAPIER ROMANIA SRL,1713.45,1439.85,0,273.6
Factura        ,777690,23.02.2022 00:00:00,CONCRET CONSULT SRL,3052.48,2565.1,0,487.38
Factura        ,7126561,25.02.2022 00:00:00,DACORA PRINT SRL,4839.72,4066.99,0,772.73
Factura        ,72203123,25.02.2022 00:00:00,EUROPAPIER ROMANIA SRL,4541.04,3816,0,725.04
Factura        ,1000495705,28.02.2022 00:00:00,ANTALIS SA,2099.29,1764,0,335.29
